Mã PKKH,Mã khách hàng,Thành tiền
B3,CUZ02983,425000
B3,CUZ02988,165000
B3,CUZ02994,435000
B3,CUZ03016,400000
B3,CUZ03035,490000
B3,CUZ03047,649000
B3,CUZ03059,325000
B3,CUZ03139,490000
B3,CUZ03147,210000
B3,CUZ03160,420000
B3,CUZ03214,525000
B3,CUZ03237,905000
B3,CUZ03249,490000
B3,CUZ03250,260000
B3,CUZ03253,520000
B3,CUZ03255,405000
B3,CUZ03259,755000
B3,CUZ03265,330000
B3,CUZ03268,300000
B3,CUZ03287,839000
B3,CUZ03316,720000
B3,CUZ03323,195000
B3,CUZ03325,545000
B3,CUZ03335,400000
B3,CUZ03346,200000
B3,CUZ03355,405000
B3,CUZ03366,675000
B3,CUZ03372,425000
B3,CUZ03393,350000
B3,CUZ03395,914000
B3,CUZ03398,1010000
B3,CUZ03404,365000
B3,CUZ03406,290000
B3,CUZ03417,1149000
B3,CUZ03419,455000
B3,CUZ03425,485000
B3,CUZ03428,325000
B3,CUZ03433,910000
B3,CUZ03482,525000
B3,CUZ03485,950000
B3,CUZ03499,505000
B3,CUZ03556,470000
B3,CUZ03561,490000
B3,CUZ03565,680000
B3,CUZ03575,559000
B3,CUZ03582,550000
B3,CUZ03593,475000
B3,CUZ03627,315000
B3,CUZ03653,535000
B3,CUZ03657,480000
B3,CUZ03658,904000
B3,CUZ03664,430000
B3,CUZ03668,450000
B3,CUZ03669,849000
B3,CUZ03686,370000
B3,CUZ03715,595000
B3,CUZ03729,994000
B3,CUZ03733,595000
B3,CUZ03759,570000
B3,CUZ03763,205000
B3,CUZ03788,430000
B3,CUZ03815,590000
B3,CUZ03839,420000
B3,CUZ03850,530000
B3,CUZ03859,525000
B3,CUZ03861,805000
B3,CUZ03869,585000
B3,CUZ03871,365000
B3,CUZ03874,530000
B3,CUZ03879,300000
B3,CUZ03887,905000
B3,CUZ03907,260000
B3,CUZ03908,285000
B3,CUZ03910,380000
B3,CUZ03912,645000
C1,CUZ00001,625000
C1,CUZ00007,525000
C1,CUZ00008,575000
C1,CUZ00016,330000
C1,CUZ00030,795000
C1,CUZ00066,535000
C1,CUZ00080,400000
C1,CUZ00100,780000
C1,CUZ00108,445000
C1,CUZ00113,1010000
C1,CUZ00136,585000
C1,CUZ00152,380000
C1,CUZ00154,559000
C1,CUZ00164,400000
C1,CUZ00190,1100000
C1,CUZ00196,870000
C1,CUZ00203,335000
C1,CUZ00206,420000
C1,CUZ00209,355000
C1,CUZ00216,400000
C1,CUZ00218,544000
C1,CUZ00223,1105000
C1,CUZ00229,495000
C1,CUZ00265,645000
C1,CUZ00269,270000
C1,CUZ00285,545000
C1,CUZ00291,440000
C1,CUZ00298,560000
C1,CUZ00324,410000
C1,CUZ00325,375000
C1,CUZ00328,580000
C1,CUZ00339,330000
C1,CUZ00366,570000
C1,CUZ00372,520000
C1,CUZ00376,544000
C1,CUZ00378,600000
C1,CUZ00381,510000
C1,CUZ00390,710000
C1,CUZ00396,405000
C1,CUZ00398,520000
C1,CUZ00399,1790000
C1,CUZ00400,95000
C1,CUZ00410,530000
C1,CUZ00414,50000
C1,CUZ00417,215000
C1,CUZ00420,245000
C1,CUZ00453,480000
C1,CUZ00460,185000
C1,CUZ00466,210000
C1,CUZ00478,1060000
C1,CUZ00480,460000
C1,CUZ00487,385000
C1,CUZ00488,365000
C1,CUZ00497,235000
C1,CUZ00510,565000
C1,CUZ00528,280000
C1,CUZ00542,695000
C1,CUZ00543,575000
C1,CUZ00545,780000
C1,CUZ00550,270000
C1,CUZ00559,1070000
C1,CUZ00566,800000
C1,CUZ00590,55000
C1,CUZ00596,170000
C1,CUZ00598,515000
C1,CUZ00628,55000
C1,CUZ00629,824000
C1,CUZ00639,185000
C1,CUZ00642,490000
C1,CUZ00648,350000
C1,CUZ00664,680000
C1,CUZ00670,780000
C1,CUZ00680,190000
C1,CUZ00681,290000
C1,CUZ00683,530000
C1,CUZ00690,400000
C1,CUZ00708,955000
C1,CUZ00714,350000
C1,CUZ00722,440000
C1,CUZ00749,605000
C1,CUZ00756,439000
C1,CUZ00765,120000
C1,CUZ00769,365000
C1,CUZ00775,225000
C1,CUZ00780,370000
C1,CUZ00782,330000
C1,CUZ00783,205000
C1,CUZ00796,425000
C1,CUZ00801,620000
C1,CUZ00802,390000
C1,CUZ00812,600000
C1,CUZ00816,460000
C1,CUZ00820,1729000
C1,CUZ00830,345000
C1,CUZ00833,255000
C1,CUZ00861,420000
C1,CUZ00876,55000
C1,CUZ00878,629000
C1,CUZ00884,880000
C1,CUZ00885,1075000
C1,CUZ00901,240000
C1,CUZ00923,205000
C1,CUZ00939,500000
C1,CUZ00961,110000
C1,CUZ00962,530000
C1,CUZ00979,915000
C1,CUZ00980,885000
C1,CUZ00987,550000
C1,CUZ01021,530000
C1,CUZ01023,839000
C1,CUZ01034,450000
C1,CUZ01050,515000
C1,CUZ01061,285000
C1,CUZ01062,350000
C1,CUZ01070,480000
C1,CUZ01094,560000
C1,CUZ01095,375000
C1,CUZ01099,1089000
C1,CUZ01112,280000
C1,CUZ01119,320000
C1,CUZ01122,345000
C1,CUZ01125,460000
C1,CUZ01129,165000
C1,CUZ01134,1375000
C1,CUZ01137,105000
C1,CUZ01156,690000
C1,CUZ01159,635000
C1,CUZ01180,250000
C1,CUZ01190,160000
C1,CUZ01199,814000
C1,CUZ01222,510000
C1,CUZ01247,55000
C1,CUZ01248,510000
C1,CUZ01252,220000
C1,CUZ01265,930000
C1,CUZ01266,575000
C1,CUZ01271,220000
C1,CUZ01284,560000
C1,CUZ01296,635000
C1,CUZ01316,550000
C1,CUZ01318,550000
C1,CUZ01320,225000
C1,CUZ01331,335000
C1,CUZ01332,295000
C1,CUZ01351,495000
C1,CUZ01364,280000
C1,CUZ01387,280000
C1,CUZ01398,165000
C1,CUZ01401,684000
C1,CUZ01412,215000
C1,CUZ01414,2964000
C1,CUZ01427,535000
C1,CUZ01431,435000
C1,CUZ01461,355000
C1,CUZ01474,210000
C1,CUZ01486,470000
C1,CUZ01506,554000
C1,CUZ01511,440000
C1,CUZ01525,1949000
C1,CUZ01540,490000
C1,CUZ01550,305000
C1,CUZ01552,490000
C1,CUZ01557,720000
C1,CUZ01559,165000
C1,CUZ01563,160000
C1,CUZ01564,205000
C1,CUZ01567,660000
C1,CUZ01583,495000
C1,CUZ01585,620000
C1,CUZ01597,275000
C1,CUZ01605,695000
C1,CUZ01606,420000
C1,CUZ01622,720000
C1,CUZ01627,345000
C1,CUZ01638,100000
C1,CUZ01640,385000
C1,CUZ01652,490000
C1,CUZ01660,794000
C1,CUZ01673,440000
C1,CUZ01722,320000
C1,CUZ01732,295000
C1,CUZ01750,160000
C1,CUZ01752,2060000
C1,CUZ01772,160000
C1,CUZ01775,470000
C1,CUZ01778,490000
C1,CUZ01815,260000
C1,CUZ01826,265000
C1,CUZ01834,385000
C1,CUZ01841,625000
C1,CUZ01843,420000
C1,CUZ01853,1125000
C1,CUZ01874,865000
C1,CUZ01882,1065000
C1,CUZ01884,320000
C1,CUZ01893,565000
C1,CUZ01896,415000
C1,CUZ01939,170000
C1,CUZ01946,295000
C1,CUZ01953,155000
C1,CUZ01968,629000
C1,CUZ01971,385000
C1,CUZ01977,725000
C1,CUZ01978,120000
C1,CUZ01980,345000
C1,CUZ01987,635000
C1,CUZ01992,625000
C1,CUZ01999,305000
C1,CUZ02005,110000
C1,CUZ02016,155000
C1,CUZ02030,725000
C1,CUZ02031,1090000
C1,CUZ02040,675000
C1,CUZ02048,435000
C1,CUZ02065,230000
C1,CUZ02068,1379000
C1,CUZ02078,370000
C1,CUZ02086,480000
C1,CUZ02097,200000
C1,CUZ02099,770000
C1,CUZ02100,160000
C1,CUZ02108,320000
C1,CUZ02156,210000
C1,CUZ02181,825000
C1,CUZ02187,630000
C1,CUZ02207,140000
C1,CUZ02211,280000
C1,CUZ02213,300000
C1,CUZ02215,405000
C1,CUZ02237,520000
C1,CUZ02240,245000
C1,CUZ02243,170000
C1,CUZ02272,619000
C1,CUZ02302,275000
C1,CUZ02303,435000
C1,CUZ02304,565000
C1,CUZ02307,390000
C1,CUZ02314,710000
C1,CUZ02330,815000
C1,CUZ02348,720000
C1,CUZ02360,475000
C1,CUZ02376,180000
C1,CUZ02381,355000
C1,CUZ02390,435000
C1,CUZ02402,470000
C1,CUZ02404,320000
C1,CUZ02418,595000
C1,CUZ02424,830000
C1,CUZ02432,105000
C1,CUZ02435,225000
C1,CUZ02439,345000
C1,CUZ02441,160000
C1,CUZ02442,375000
C1,CUZ02443,370000
C1,CUZ02446,1375000
C1,CUZ02470,450000
C1,CUZ02480,505000
C1,CUZ02485,455000
C1,CUZ02493,1050000
C1,CUZ02503,335000
C1,CUZ02508,870000
C1,CUZ02515,380000
C1,CUZ02527,315000
C1,CUZ02538,440000
C1,CUZ02542,724000
C1,CUZ02559,350000
C1,CUZ02567,620000
C1,CUZ02571,460000
C1,CUZ02581,475000
C1,CUZ02582,1555000
C1,CUZ02588,310000
C1,CUZ02593,774000
C1,CUZ02599,970000
C1,CUZ02621,245000
C1,CUZ02631,510000
C1,CUZ02632,895000
C1,CUZ02634,465000
C1,CUZ02669,840000
C1,CUZ02678,860000
C1,CUZ02696,645000
C1,CUZ02699,580000
C1,CUZ02701,539000
C1,CUZ02712,1424000
C1,CUZ02726,420000
C1,CUZ02729,245000
C1,CUZ02738,449000
C1,CUZ02740,690000
C1,CUZ02745,280000
C1,CUZ02772,460000
C1,CUZ02782,455000
C1,CUZ02787,395000
C1,CUZ02792,890000
C1,CUZ02810,745000
C1,CUZ02818,290000
C1,CUZ02828,255000
C1,CUZ02833,400000
C1,CUZ02835,1805000
C1,CUZ02840,1070000
C1,CUZ02861,1070000
C1,CUZ02868,240000
C1,CUZ02875,840000
C1,CUZ02887,125000
C1,CUZ02919,495000
C1,CUZ02925,310000
C1,CUZ02928,220000
C1,CUZ02933,375000
C1,CUZ02940,320000
C1,CUZ02947,845000
C1,CUZ02954,365000
C1,CUZ02991,550000
C1,CUZ02993,670000
C1,CUZ02996,270000
C1,CUZ02998,655000
C1,CUZ03008,550000
C1,CUZ03022,640000
C1,CUZ03031,360000
C1,CUZ03034,934000
C1,CUZ03041,575000
C1,CUZ03050,585000
C1,CUZ03058,435000
C1,CUZ03060,495000
C1,CUZ03063,280000
C1,CUZ03069,605000
C1,CUZ03072,730000
C1,CUZ03079,575000
C1,CUZ03085,380000
C1,CUZ03092,395000
C1,CUZ03102,510000
C1,CUZ03104,410000
C1,CUZ03110,1234000
C1,CUZ03120,190000
C1,CUZ03123,130000
C1,CUZ03126,2225000
C1,CUZ03132,215000
C1,CUZ03137,620000
C1,CUZ03144,310000
C1,CUZ03152,945000
C1,CUZ03181,1425000
C1,CUZ03187,460000
C1,CUZ03188,540000
C1,CUZ03192,580000
C1,CUZ03204,275000
C1,CUZ03210,235000
C1,CUZ03212,215000
C1,CUZ03218,450000
C1,CUZ03223,600000
C1,CUZ03242,990000
C1,CUZ03244,575000
C1,CUZ03261,630000
C1,CUZ03266,895000
C1,CUZ03270,415000
C1,CUZ03272,855000
C1,CUZ03273,420000
C1,CUZ03280,560000
C1,CUZ03284,445000
C1,CUZ03303,385000
C1,CUZ03304,659000
C1,CUZ03307,560000
C1,CUZ03315,560000
C1,CUZ03326,785000
C1,CUZ03334,1069000
C1,CUZ03352,600000
C1,CUZ03359,990000
C1,CUZ03373,355000
C1,CUZ03376,720000
C1,CUZ03378,550000
C1,CUZ03385,520000
C1,CUZ03390,465000
C1,CUZ03401,690000
C1,CUZ03407,485000
C1,CUZ03441,559000
C1,CUZ03451,675000
C1,CUZ03456,565000
C1,CUZ03460,645000
C1,CUZ03467,600000
C1,CUZ03471,350000
C1,CUZ03479,665000
C1,CUZ03492,1245000
C1,CUZ03501,825000
C1,CUZ03511,725000
C1,CUZ03513,659000
C1,CUZ03518,515000
C1,CUZ03528,485000
C1,CUZ03544,615000
C1,CUZ03545,1074000
C1,CUZ03546,650000
C1,CUZ03557,1160000
C1,CUZ03559,375000
C1,CUZ03563,585000
C1,CUZ03568,1005000
C1,CUZ03570,439000
C1,CUZ03583,735000
C1,CUZ03586,190000
C1,CUZ03602,550000
C1,CUZ03606,240000
C1,CUZ03614,940000
C1,CUZ03620,470000
C1,CUZ03622,885000
C1,CUZ03624,315000
C1,CUZ03628,1100000
C1,CUZ03631,625000
C1,CUZ03639,780000
C1,CUZ03641,365000
C1,CUZ03645,455000
C1,CUZ03646,875000
C1,CUZ03652,345000
C1,CUZ03660,170000
C1,CUZ03663,535000
C1,CUZ03665,859000
C1,CUZ03674,430000
C1,CUZ03687,760000
C1,CUZ03699,525000
C1,CUZ03701,420000
C1,CUZ03706,515000
C1,CUZ03707,520000
C1,CUZ03709,985000
C1,CUZ03738,465000
C1,CUZ03743,450000
C1,CUZ03744,740000
C1,CUZ03746,410000
C1,CUZ03752,325000
C1,CUZ03757,520000
C1,CUZ03769,330000
C1,CUZ03782,305000
C1,CUZ03790,335000
C1,CUZ03792,490000
C1,CUZ03799,769000
C1,CUZ03822,665000
C1,CUZ03834,480000
C1,CUZ03835,505000
C1,CUZ03841,420000
C1,CUZ03844,590000
C1,CUZ03854,415000
C1,CUZ03862,750000
C1,CUZ03863,560000
C1,CUZ03864,888000
C1,CUZ03872,580000
C1,CUZ03888,430000
C1,CUZ03889,460000
C1,CUZ03892,540000
C1,CUZ03905,930000
C1,CUZ03923,150000
C1,CUZ03924,230000
C1,CUZ03933,335000
C1,CUZ03937,375000
C2,CUZ00011,110000
C2,CUZ00024,545000
C2,CUZ00033,655000
C2,CUZ00051,100000
C2,CUZ00052,350000
C2,CUZ00075,515000
C2,CUZ00077,629000
C2,CUZ00084,105000
C2,CUZ00107,260000
C2,CUZ00115,380000
C2,CUZ00124,265000
C2,CUZ00132,815000
C2,CUZ00180,790000
C2,CUZ00181,495000
C2,CUZ00201,300000
C2,CUZ00227,315000
C2,CUZ00233,490000
C2,CUZ00257,325000
C2,CUZ00268,420000
C2,CUZ00283,759000
C2,CUZ00307,205000
C2,CUZ00313,675000
C2,CUZ00322,800000
C2,CUZ00342,105000
C2,CUZ00343,485000
C2,CUZ00345,470000
C2,CUZ00368,225000
C2,CUZ00401,110000
C2,CUZ00409,405000
C2,CUZ00412,265000
C2,CUZ00415,310000
C2,CUZ00426,525000
C2,CUZ00429,705000
C2,CUZ00430,535000
C2,CUZ00489,545000
C2,CUZ00492,689000
C2,CUZ00514,220000
C2,CUZ00519,50000
C2,CUZ00523,255000
C2,CUZ00602,1059000
C2,CUZ00608,260000
C2,CUZ00614,415000
C2,CUZ00632,445000
C2,CUZ00640,335000
C2,CUZ00656,110000
C2,CUZ00666,485000
C2,CUZ00696,220000
C2,CUZ00717,510000
C2,CUZ00735,970000
C2,CUZ00750,225000
C2,CUZ00770,200000
C2,CUZ00787,485000
C2,CUZ00795,410000
C2,CUZ00865,165000
C2,CUZ00868,245000
C2,CUZ00893,615000
C2,CUZ00926,490000
C2,CUZ00930,405000
C2,CUZ00931,60000
C2,CUZ00932,435000
C2,CUZ00933,160000
C2,CUZ00934,500000
C2,CUZ00944,885000
C2,CUZ00950,814000
C2,CUZ00971,290000
C2,CUZ01005,245000
C2,CUZ01013,245000
C2,CUZ01016,365000
C2,CUZ01046,615000
C2,CUZ01047,60000
C2,CUZ01057,460000
C2,CUZ01073,444000
C2,CUZ01074,165000
C2,CUZ01100,315000
C2,CUZ01130,490000
C2,CUZ01144,405000
C2,CUZ01207,335000
C2,CUZ01215,580000
C2,CUZ01321,55000
C2,CUZ01328,160000
C2,CUZ01329,594000
C2,CUZ01347,415000
C2,CUZ01361,245000
C2,CUZ01368,60000
C2,CUZ01384,790000
C2,CUZ01389,450000
C2,CUZ01445,310000
C2,CUZ01453,375000
C2,CUZ01467,435000
C2,CUZ01471,1785000
C2,CUZ01472,919000
C2,CUZ01496,714000
C2,CUZ01501,370000
C2,CUZ01505,565000
C2,CUZ01507,180000
C2,CUZ01535,455000
C2,CUZ01539,60000
C2,CUZ01549,1530000
C2,CUZ01553,510000
C2,CUZ01556,295000
C2,CUZ01561,240000
C2,CUZ01590,375000
C2,CUZ01607,55000
C2,CUZ01612,724000
C2,CUZ01616,260000
C2,CUZ01633,380000
C2,CUZ01634,235000
C2,CUZ01635,325000
C2,CUZ01639,240000
C2,CUZ01645,604000
C2,CUZ01646,60000
C2,CUZ01672,200000
C2,CUZ01702,185000
C2,CUZ01710,680000
C2,CUZ01714,315000
C2,CUZ01718,445000
C2,CUZ01734,465000
C2,CUZ01739,330000
C2,CUZ01751,515000
C2,CUZ01753,355000
C2,CUZ01758,485000
C2,CUZ01766,444000
C2,CUZ01785,280000
C2,CUZ01788,55000
C2,CUZ01800,220000
C2,CUZ01804,375000
C2,CUZ01809,185000
C2,CUZ01818,1019000
C2,CUZ01822,230000
C2,CUZ01829,920000
C2,CUZ01868,635000
C2,CUZ01902,1010000
C2,CUZ01918,520000
C2,CUZ01965,350000
C2,CUZ02018,380000
C2,CUZ02024,205000
C2,CUZ02035,185000
C2,CUZ02074,260000
C2,CUZ02077,115000
C2,CUZ02090,345000
C2,CUZ02112,300000
C2,CUZ02117,634000
C2,CUZ02123,260000
C2,CUZ02127,475000
C2,CUZ02136,375000
C2,CUZ02142,340000
C2,CUZ02150,145000
C2,CUZ02158,170000
C2,CUZ02167,730000
C2,CUZ02174,670000
C2,CUZ02175,160000
C2,CUZ02176,495000
C2,CUZ02182,245000
C2,CUZ02190,240000
C2,CUZ02203,315000
C2,CUZ02219,649000
C2,CUZ02227,180000
C2,CUZ02232,360000
C2,CUZ02234,565000
C2,CUZ02253,215000
C2,CUZ02277,500000
C2,CUZ02282,290000
C2,CUZ02285,2150000
C2,CUZ02286,320000
C2,CUZ02299,345000
C2,CUZ02315,335000
C2,CUZ02327,335000
C2,CUZ02333,765000
C2,CUZ02366,610000
C2,CUZ02377,1558000
C2,CUZ02389,120000
C2,CUZ02393,200000
C2,CUZ02408,740000
C2,CUZ02448,435000
C2,CUZ02462,1005000
C2,CUZ02466,595000
C2,CUZ02501,630000
C2,CUZ02516,1125000
C2,CUZ02578,270000
C2,CUZ02626,370000
C2,CUZ02633,600000
C2,CUZ02640,160000
C2,CUZ02646,120000
C2,CUZ02661,2039000
C2,CUZ02667,460000
C2,CUZ02680,555000
C2,CUZ02724,170000
C2,CUZ02725,985000
C2,CUZ02747,205000
C2,CUZ02758,365000
C2,CUZ02764,345000
C2,CUZ02768,155000
C2,CUZ02781,620000
C2,CUZ02788,440000
C2,CUZ02813,534000
C2,CUZ02819,165000
C2,CUZ02825,685000
C2,CUZ02827,525000
C2,CUZ02844,545000
C2,CUZ02857,520000
C2,CUZ02884,1130000
C2,CUZ02894,735000
C2,CUZ02912,485000
C2,CUZ02923,515000
C2,CUZ02948,245000
C2,CUZ02949,260000
C2,CUZ02980,585000
C2,CUZ02995,250000
C2,CUZ02999,260000
C2,CUZ03001,565000
C2,CUZ03005,390000
C2,CUZ03009,600000
C2,CUZ03051,445000
C2,CUZ03056,355000
C2,CUZ03073,530000
C2,CUZ03074,385000
C2,CUZ03075,415000
C2,CUZ03089,180000
C2,CUZ03117,340000
C2,CUZ03119,450000
C2,CUZ03128,650000
C2,CUZ03156,465000
C2,CUZ03162,569000
C2,CUZ03169,865000
C2,CUZ03173,450000
C2,CUZ03178,505000
C2,CUZ03193,205000
C2,CUZ03203,335000
C2,CUZ03234,450000
C2,CUZ03235,320000
C2,CUZ03264,380000
C2,CUZ03276,665000
C2,CUZ03286,290000
C2,CUZ03294,355000
C2,CUZ03327,440000
C2,CUZ03329,345000
C2,CUZ03377,370000
C2,CUZ03381,690000
C2,CUZ03387,500000
C2,CUZ03408,310000
C2,CUZ03411,494000
C2,CUZ03413,530000
C2,CUZ03461,355000
C2,CUZ03472,499000
C2,CUZ03474,570000
C2,CUZ03478,545000
C2,CUZ03488,805000
C2,CUZ03490,680000
C2,CUZ03497,460000
C2,CUZ03504,754000
C2,CUZ03514,335000
C2,CUZ03533,360000
C2,CUZ03541,544000
C2,CUZ03542,765000
C2,CUZ03551,690000
C2,CUZ03558,340000
C2,CUZ03564,410000
C2,CUZ03579,335000
C2,CUZ03589,430000
C2,CUZ03599,550000
C2,CUZ03608,475000
C2,CUZ03611,350000
C2,CUZ03617,415000
C2,CUZ03635,375000
C2,CUZ03642,160000
C2,CUZ03643,295000
C2,CUZ03667,475000
C2,CUZ03681,290000
C2,CUZ03683,410000
C2,CUZ03692,340000
C2,CUZ03710,390000
C2,CUZ03711,985000
C2,CUZ03712,760000
C2,CUZ03716,435000
C2,CUZ03725,355000
C2,CUZ03727,695000
C2,CUZ03728,165000
C2,CUZ03740,1069000
C2,CUZ03742,825000
C2,CUZ03753,650000
C2,CUZ03760,560000
C2,CUZ03761,620000
C2,CUZ03778,460000
C2,CUZ03798,535000
C2,CUZ03811,954000
C2,CUZ03824,645000
C2,CUZ03829,545000
C2,CUZ03845,560000
C2,CUZ03847,360000
C2,CUZ03849,679000
C2,CUZ03875,375000
C2,CUZ03903,240000
C2,CUZ03906,569000
C2,CUZ03916,480000
C2,CUZ03929,705000
C3,CUZ00050,210000
C3,CUZ00054,549000
C3,CUZ00060,160000
C3,CUZ00087,735000
C3,CUZ00137,629000
C3,CUZ00156,295000
C3,CUZ00194,485000
C3,CUZ00215,315000
C3,CUZ00224,310000
C3,CUZ00232,305000
C3,CUZ00249,160000
C3,CUZ00250,475000
C3,CUZ00258,165000
C3,CUZ00260,330000
C3,CUZ00262,300000
C3,CUZ00264,565000
C3,CUZ00348,475000
C3,CUZ00355,240000
C3,CUZ00357,435000
C3,CUZ00385,714000
C3,CUZ00394,645000
C3,CUZ00408,160000
C3,CUZ00413,160000
C3,CUZ00427,185000
C3,CUZ00428,490000
C3,CUZ00433,150000
C3,CUZ00438,460000
C3,CUZ00454,480000
C3,CUZ00462,125000
C3,CUZ00471,345000
C3,CUZ00483,160000
C3,CUZ00501,165000
C3,CUZ00538,325000
C3,CUZ00665,425000
C3,CUZ00725,160000
C3,CUZ00874,345000
C3,CUZ00989,325000
C3,CUZ01003,240000
C3,CUZ01313,160000
C3,CUZ01457,160000
C3,CUZ01626,510000
C3,CUZ01690,400000
C3,CUZ02067,160000
C3,CUZ02154,160000
C3,CUZ02385,724000
C3,CUZ02392,325000
C3,CUZ02401,230000
C3,CUZ02609,320000
C3,CUZ02730,240000
C3,CUZ02790,325000
C3,CUZ02812,610000
C3,CUZ02846,305000
C3,CUZ02851,325000
C3,CUZ02877,305000
C3,CUZ02886,565000
C3,CUZ02973,225000
C3,CUZ03026,315000
C3,CUZ03086,345000
C3,CUZ03140,160000
C3,CUZ03141,449000
C3,CUZ03154,565000
C3,CUZ03195,400000
C3,CUZ03201,295000
C3,CUZ03301,485000
C3,CUZ03318,345000
C3,CUZ03330,679000
C3,CUZ03396,780000
C3,CUZ03436,300000
C3,CUZ03447,345000
C3,CUZ03455,460000
C3,CUZ03466,245000
C3,CUZ03476,650000
C3,CUZ03560,545000
C3,CUZ03637,425000
C3,CUZ03666,305000
C3,CUZ03691,310000
C3,CUZ03732,490000
C3,CUZ03737,385000
C3,CUZ03764,160000
C3,CUZ03765,250000
C3,CUZ03768,425000
C3,CUZ03774,210000
C3,CUZ03784,585000
C3,CUZ03796,559000
C3,CUZ03806,160000
C3,CUZ03808,630000
C3,CUZ03816,510000
C3,CUZ03826,450000
C3,CUZ03885,425000
C3,CUZ03900,645000
C3,CUZ03917,485000
